0.001	20
0.002	20
0.003	20
0.004	20
0.005	20
0.006	20
0.007	20
0.008	20
0.009	20
0.01	20
0.011	20
0.012	20
0.013	20
0.014	20
0.015	20
0.016	20
0.017	20
0.018	20
0.019	20
0.02	20
0.021	20
0.022	20
0.023	20
0.024	20
0.025	20
0.026	20
0.027	20
0.028	20
0.029	20
0.03	20
0.031	20
0.032	20
0.033	20
0.034	20
0.035	20
0.036	20
0.037	20
0.038	20
0.039	20
0.04	20
0.041	20
0.042	20
0.043	20
0.044	20
0.045	20
0.046	20
0.047	20
0.048	20
0.049	20
0.05	20
0.051	20
0.052	20
0.053	20
0.054	20
0.055	20
0.056	20
0.057	20
0.058	20
0.059	20
0.06	20
0.061	20
0.062	20
0.063	20
0.064	20
0.065	20
0.066	20
0.067	20
0.068	20
0.069	20
0.07	20
0.071	20
0.072	20
0.073	20
0.074	20
0.075	20
0.076	20
0.077	20
0.078	20
0.079	20
0.08	20
0.081	20
0.082	20
0.083	20
0.084	20
0.085	20
0.086	20
0.087	20
0.088	20
0.089	20
0.09	20
0.091	20
0.092	20
0.093	20
0.094	20
0.095	20
0.096	20
0.097	20
0.098	20
0.099	20
0.1	20
0.101	20
0.102	20
0.103	20
0.104	20
0.105	20
0.106	20
0.107	20
0.108	20
0.109	20
0.11	20
0.111	20
0.112	20
0.113	20
0.114	20
0.115	20
0.116	20
0.117	20
0.118	20
0.119	20
0.12	20
0.121	20
0.122	20
0.123	20
0.124	20
0.125	20
0.126	20
0.127	20
0.128	20
0.129	20
0.13	20
0.131	20
0.132	20
0.133	20
0.134	20
0.135	20
0.136	20
0.137	20
0.138	20
0.139	20
0.14	20
0.141	20
0.142	20
0.143	20
0.144	20
0.145	20
0.146	20
0.147	20
0.148	20
0.149	20
0.15	20
0.151	20
0.152	20
0.153	20
0.154	20
0.155	20
0.156	20
0.157	20
0.158	20
0.159	20
0.16	20
0.161	20
0.162	20
0.163	20
0.164	20
0.165	20
0.166	20
0.167	20
0.168	20
0.169	20
0.17	20
0.171	20
0.172	20
0.173	20
0.174	20
0.175	20
0.176	20
0.177	20
0.178	20
0.179	20
0.18	20
0.181	20
0.182	20
0.183	20
0.184	20
