0.001	1
0.005	1
0.009	1
0.013	1
0.017	1
0.021	1
0.025	1
0.029	1
0.033	1
0.037	1
0.041	1
0.045	1
0.049	1
0.053	1
0.057	1
0.061	1
0.065	1
0.069	1
0.073	1
0.077	1
0.081	1
0.085	1
0.089	1
0.093	1
0.097	1
0.101	1
0.105	1
0.109	1
0.113	1
0.117	1
0.121	1
0.125	1
0.129	1
0.133	1
0.137	1
0.141	1
0.145	1
0.149	1
0.153	1
0.157	1
0.161	1
0.165	1
0.169	1
0.173	1
0.177	1
0.181	1
0.185	1
0.189	1
0.193	1
0.197	1
0.201	1
0.205	1
0.209	1
0.213	1
0.217	1
0.221	1
0.225	1
0.229	1
0.233	1
0.237	1
0.241	1
0.245	1
0.249	1
0.253	1
0.257	1
0.261	1
0.265	1
0.269	1
0.273	1
0.277	1
0.281	1
0.285	1
0.289	1
0.293	1
0.297	1
0.301	1
0.305	1
0.309	1
0.313	1
0.317	1
0.321	1
0.325	1
0.329	1
0.333	1
0.337	1
0.341	1
0.345	1
0.349	1
0.353	1
0.357	1
0.361	1
0.365	1
0.369	1
0.373	1
0.377	1
0.381	1
0.385	1
0.389	1
0.393	1
0.397	1
0.401	1
0.405	1
0.409	1
0.413	1
0.417	1
0.421	1
0.425	1
0.429	1
0.433	1
0.437	1
0.441	1
0.445	1
0.449	1
0.453	1
0.457	1
0.461	1
0.465	1
0.469	1
0.473	1
0.477	1
0.481	1
0.485	1
0.489	1
0.493	1
0.497	1
0.501	1
0.505	1
0.509	1
0.513	1
0.517	1
0.521	1
0.525	1
0.529	1
0.533	1
0.537	1
0.541	1
0.545	1
0.549	1
0.553	1
0.557	1
0.561	1
0.565	1
0.569	1
0.573	1
0.577	1
0.581	1
0.585	1
0.589	1
0.593	1
0.597	1
0.601	1
0.605	1
0.609	1
0.613	1
0.617	1
0.621	1
0.625	1
0.629	1
0.633	1
0.637	1
0.641	1
0.645	1
0.649	1
0.653	1
0.657	1
0.661	1
0.665	1
0.669	1
0.673	1
0.677	1
0.681	1
0.685	1
0.689	1
0.693	1
0.697	1
0.701	1
0.705	1
0.709	1
0.713	1
0.717	1
0.721	1
0.725	1
0.729	1
0.733	1
0.737	1
0.741	1
0.745	1
0.749	1
0.753	1
0.757	1
0.761	1
0.765	1
0.769	1
0.773	1
0.777	1
0.781	1
0.785	1
0.789	1
0.793	1
0.797	1
0.801	1
0.805	1
0.809	1
0.813	1
0.817	1
0.821	1
0.825	1
0.829	1
0.833	1
0.837	1
0.841	1
0.845	1
0.849	1
0.853	1
0.857	1
0.861	1
0.865	1
0.869	1
0.873	1
0.877	1
0.881	1
0.885	1
0.889	1
0.893	1
0.897	1
0.901	1
0.905	1
0.909	1
0.913	1
0.917	1
0.921	1
0.925	1
0.929	1
0.933	1
0.937	1
0.941	1
0.945	1
0.949	1
0.953	1
0.957	1
0.961	1
0.965	1
0.969	1
0.973	1
0.977	1
0.981	1
0.985	1
0.989	1
0.993	1
0.997	1
1.001	1
1.005	1
1.009	1
1.013	1
1.017	1
1.021	1
1.025	1
1.029	1
1.033	1
1.037	1
1.041	1
1.045	1
1.049	1
1.053	1
1.057	1
1.061	1
1.065	1
1.069	1
1.073	1
1.077	1
1.081	1
1.085	1
1.089	1
1.093	1
1.097	1
1.101	1
1.105	1
1.109	1
1.113	1
1.117	1
1.121	1
1.125	1
1.129	1
1.133	1
1.137	1
1.141	1
1.145	1
1.149	1
1.153	1
1.157	1
1.161	1
1.165	1
1.169	1
1.173	1
1.177	1
1.181	1
1.185	1
1.189	1
1.193	1
1.197	1
1.201	1
1.205	1
1.209	1
1.213	1
1.217	1
1.221	1
1.225	1
1.229	1
1.233	1
1.237	1
1.241	1
1.245	1
1.249	1
1.253	1
1.257	1
1.261	1
1.265	1
1.269	1
1.273	1
1.277	1
1.281	1
1.285	1
1.289	1
1.293	1
1.297	1
1.301	1
1.305	1
1.309	1
1.313	1
1.317	1
1.321	1
1.325	1
1.329	1
1.333	1
1.337	1
1.341	1
1.345	1
1.349	1
1.353	1
1.357	1
1.361	1
1.365	1
1.369	1
1.373	1
1.377	1
1.381	1
1.385	1
1.389	1
1.393	1
1.397	1
1.401	1
1.405	1
1.409	1
1.413	1
1.417	1
1.421	1
1.425	1
1.429	1
1.433	1
1.437	1
1.441	1
1.445	1
1.449	1
1.453	1
1.457	1
1.461	1
1.465	1
1.469	1
1.473	1
1.477	1
1.481	1
1.485	1
1.489	1
1.493	1
1.497	1
1.501	1
